h1,h2,q
38.62068965517241,6.8965517241379315,3.7142857142857144
38.62068965517241,6.8965517241379315,5.071428571428571
38.62068965517241,6.8965517241379315,6.428571428571429
38.62068965517241,6.8965517241379315,7.7857142857142865
38.62068965517241,6.8965517241379315,9.142857142857142
38.62068965517241,6.8965517241379315,10.5
38.62068965517241,6.8965517241379315,11.857142857142858
38.62068965517241,6.8965517241379315,13.214285714285715
38.62068965517241,6.8965517241379315,14.571428571428573
38.62068965517241,6.8965517241379315,15.928571428571429
38.62068965517241,6.8965517241379315,17.285714285714285
38.62068965517241,6.8965517241379315,18.642857142857142
38.62068965517241,6.8965517241379315,20.0
38.62068965517241,7.586206896551724,1.0
38.62068965517241,7.586206896551724,2.357142857142857
38.62068965517241,7.586206896551724,3.7142857142857144
38.62068965517241,7.586206896551724,5.071428571428571
38.62068965517241,7.586206896551724,6.428571428571429
38.62068965517241,7.586206896551724,7.7857142857142865
38.62068965517241,7.586206896551724,9.142857142857142
38.62068965517241,7.586206896551724,10.5
38.62068965517241,7.586206896551724,11.857142857142858
38.62068965517241,7.586206896551724,13.214285714285715
38.62068965517241,7.586206896551724,14.571428571428573
38.62068965517241,7.586206896551724,15.928571428571429
38.62068965517241,7.586206896551724,17.285714285714285
38.62068965517241,7.586206896551724,18.642857142857142
38.62068965517241,7.586206896551724,20.0
38.62068965517241,8.275862068965518,1.0
38.62068965517241,8.275862068965518,2.357142857142857
38.62068965517241,8.275862068965518,3.7142857142857144
38.62068965517241,8.275862068965518,5.071428571428571
38.62068965517241,8.275862068965518,6.428571428571429
38.62068965517241,8.275862068965518,7.7857142857142865
38.62068965517241,8.275862068965518,9.142857142857142
38.62068965517241,8.275862068965518,10.5
38.62068965517241,8.275862068965518,11.857142857142858
38.62068965517241,8.275862068965518,13.214285714285715
38.62068965517241,8.275862068965518,14.571428571428573
38.62068965517241,8.275862068965518,15.928571428571429
38.62068965517241,8.275862068965518,17.285714285714285
38.62068965517241,8.275862068965518,18.642857142857142
38.62068965517241,8.275862068965518,20.0
38.62068965517241,8.965517241379311,1.0
38.62068965517241,8.965517241379311,2.357142857142857
38.62068965517241,8.965517241379311,3.7142857142857144
38.62068965517241,8.965517241379311,5.071428571428571
38.62068965517241,8.965517241379311,6.428571428571429
38.62068965517241,8.965517241379311,7.7857142857142865
38.62068965517241,8.965517241379311,9.142857142857142
38.62068965517241,8.965517241379311,10.5
38.62068965517241,8.965517241379311,11.857142857142858
38.62068965517241,8.965517241379311,13.214285714285715
38.62068965517241,8.965517241379311,14.571428571428573
38.62068965517241,8.965517241379311,15.928571428571429
38.62068965517241,8.965517241379311,17.285714285714285
38.62068965517241,8.965517241379311,18.642857142857142
38.62068965517241,8.965517241379311,20.0
38.62068965517241,9.655172413793103,1.0
38.62068965517241,9.655172413793103,2.357142857142857
38.62068965517241,9.655172413793103,3.7142857142857144
38.62068965517241,9.655172413793103,5.071428571428571
38.62068965517241,9.655172413793103,6.428571428571429
38.62068965517241,9.655172413793103,7.7857142857142865
38.62068965517241,9.655172413793103,9.142857142857142
38.62068965517241,9.655172413793103,10.5
38.62068965517241,9.655172413793103,11.857142857142858
38.62068965517241,9.655172413793103,13.214285714285715
38.62068965517241,9.655172413793103,14.571428571428573
38.62068965517241,9.655172413793103,15.928571428571429
38.62068965517241,9.655172413793103,17.285714285714285
38.62068965517241,9.655172413793103,18.642857142857142
38.62068965517241,9.655172413793103,20.0
38.62068965517241,10.344827586206897,1.0
38.62068965517241,10.344827586206897,2.357142857142857
38.62068965517241,10.344827586206897,3.7142857142857144
38.62068965517241,10.344827586206897,5.071428571428571
38.62068965517241,10.344827586206897,6.428571428571429
38.62068965517241,10.344827586206897,7.7857142857142865
38.62068965517241,10.344827586206897,9.142857142857142
38.62068965517241,10.344827586206897,10.5
38.62068965517241,10.344827586206897,11.857142857142858
38.62068965517241,10.344827586206897,13.214285714285715
38.62068965517241,10.344827586206897,14.571428571428573
38.62068965517241,10.344827586206897,15.928571428571429
38.62068965517241,10.344827586206897,17.285714285714285
38.62068965517241,10.344827586206897,18.642857142857142
38.62068965517241,10.344827586206897,20.0
38.62068965517241,11.03448275862069,1.0
38.62068965517241,11.03448275862069,2.357142857142857
38.62068965517241,11.03448275862069,3.7142857142857144
38.62068965517241,11.03448275862069,5.071428571428571
38.62068965517241,11.03448275862069,6.428571428571429
38.62068965517241,11.03448275862069,7.7857142857142865
38.62068965517241,11.03448275862069,9.142857142857142
38.62068965517241,11.03448275862069,10.5
38.62068965517241,11.03448275862069,11.857142857142858
38.62068965517241,11.03448275862069,13.214285714285715
38.62068965517241,11.03448275862069,14.571428571428573
38.62068965517241,11.03448275862069,15.928571428571429
38.62068965517241,11.03448275862069,17.285714285714285
38.62068965517241,11.03448275862069,18.642857142857142
38.62068965517241,11.03448275862069,20.0
38.62068965517241,11.724137931034484,1.0
38.62068965517241,11.724137931034484,2.357142857142857
38.62068965517241,11.724137931034484,3.7142857142857144
38.62068965517241,11.724137931034484,5.071428571428571
38.62068965517241,11.724137931034484,6.428571428571429
38.62068965517241,11.724137931034484,7.7857142857142865
38.62068965517241,11.724137931034484,9.142857142857142
38.62068965517241,11.724137931034484,10.5
38.62068965517241,11.724137931034484,11.857142857142858
38.62068965517241,11.724137931034484,13.214285714285715
38.62068965517241,11.724137931034484,14.571428571428573
38.62068965517241,11.724137931034484,15.928571428571429
38.62068965517241,11.724137931034484,17.285714285714285
38.62068965517241,11.724137931034484,18.642857142857142
38.62068965517241,11.724137931034484,20.0
38.62068965517241,12.413793103448278,1.0
38.62068965517241,12.413793103448278,2.357142857142857
38.62068965517241,12.413793103448278,3.7142857142857144
38.62068965517241,12.413793103448278,5.071428571428571
38.62068965517241,12.413793103448278,6.428571428571429
38.62068965517241,12.413793103448278,7.7857142857142865
38.62068965517241,12.413793103448278,9.142857142857142
38.62068965517241,12.413793103448278,10.5
38.62068965517241,12.413793103448278,11.857142857142858
38.62068965517241,12.413793103448278,13.214285714285715
38.62068965517241,12.413793103448278,14.571428571428573
38.62068965517241,12.413793103448278,15.928571428571429
38.62068965517241,12.413793103448278,17.285714285714285
38.62068965517241,12.413793103448278,18.642857142857142
38.62068965517241,12.413793103448278,20.0
38.62068965517241,13.10344827586207,1.0
38.62068965517241,13.10344827586207,2.357142857142857
38.62068965517241,13.10344827586207,3.7142857142857144
38.62068965517241,13.10344827586207,5.071428571428571
38.62068965517241,13.10344827586207,6.428571428571429
38.62068965517241,13.10344827586207,7.7857142857142865
38.62068965517241,13.10344827586207,9.142857142857142
38.62068965517241,13.10344827586207,10.5
38.62068965517241,13.10344827586207,11.857142857142858
38.62068965517241,13.10344827586207,13.214285714285715
38.62068965517241,13.10344827586207,14.571428571428573
38.62068965517241,13.10344827586207,15.928571428571429
38.62068965517241,13.10344827586207,17.285714285714285
38.62068965517241,13.10344827586207,18.642857142857142
38.62068965517241,13.10344827586207,20.0
38.62068965517241,13.793103448275863,1.0
38.62068965517241,13.793103448275863,2.357142857142857
38.62068965517241,13.793103448275863,3.7142857142857144
38.62068965517241,13.793103448275863,5.071428571428571
38.62068965517241,13.793103448275863,6.428571428571429
38.62068965517241,13.793103448275863,7.7857142857142865
38.62068965517241,13.793103448275863,9.142857142857142
38.62068965517241,13.793103448275863,10.5
38.62068965517241,13.793103448275863,11.857142857142858
38.62068965517241,13.793103448275863,13.214285714285715
38.62068965517241,13.793103448275863,14.571428571428573
38.62068965517241,13.793103448275863,15.928571428571429
38.62068965517241,13.793103448275863,17.285714285714285
38.62068965517241,13.793103448275863,18.642857142857142
38.62068965517241,13.793103448275863,20.0
38.62068965517241,14.482758620689657,1.0
38.62068965517241,14.482758620689657,2.357142857142857
38.62068965517241,14.482758620689657,3.7142857142857144
38.62068965517241,14.482758620689657,5.071428571428571
38.62068965517241,14.482758620689657,6.428571428571429
38.62068965517241,14.482758620689657,7.7857142857142865
38.62068965517241,14.482758620689657,9.142857142857142
38.62068965517241,14.482758620689657,10.5
38.62068965517241,14.482758620689657,11.857142857142858
38.62068965517241,14.482758620689657,13.214285714285715
38.62068965517241,14.482758620689657,14.571428571428573
38.62068965517241,14.482758620689657,15.928571428571429
38.62068965517241,14.482758620689657,17.285714285714285
38.62068965517241,14.482758620689657,18.642857142857142
38.62068965517241,14.482758620689657,20.0
38.62068965517241,15.172413793103448,1.0
38.62068965517241,15.172413793103448,2.357142857142857
38.62068965517241,15.172413793103448,3.7142857142857144
38.62068965517241,15.172413793103448,5.071428571428571
38.62068965517241,15.172413793103448,6.428571428571429
38.62068965517241,15.172413793103448,7.7857142857142865
38.62068965517241,15.172413793103448,9.142857142857142
38.62068965517241,15.172413793103448,10.5
38.62068965517241,15.172413793103448,11.857142857142858
38.62068965517241,15.172413793103448,13.214285714285715
38.62068965517241,15.172413793103448,14.571428571428573
38.62068965517241,15.172413793103448,15.928571428571429
38.62068965517241,15.172413793103448,17.285714285714285
38.62068965517241,15.172413793103448,18.642857142857142
38.62068965517241,15.172413793103448,20.0
38.62068965517241,15.862068965517242,1.0
38.62068965517241,15.862068965517242,2.357142857142857
38.62068965517241,15.862068965517242,3.7142857142857144
38.62068965517241,15.862068965517242,5.071428571428571
38.62068965517241,15.862068965517242,6.428571428571429
38.62068965517241,15.862068965517242,7.7857142857142865
38.62068965517241,15.862068965517242,9.142857142857142
38.62068965517241,15.862068965517242,10.5
38.62068965517241,15.862068965517242,11.857142857142858
38.62068965517241,15.862068965517242,13.214285714285715
38.62068965517241,15.862068965517242,14.571428571428573
38.62068965517241,15.862068965517242,15.928571428571429
38.62068965517241,15.862068965517242,17.285714285714285
38.62068965517241,15.862068965517242,18.642857142857142
38.62068965517241,15.862068965517242,20.0
38.62068965517241,16.551724137931036,1.0
38.62068965517241,16.551724137931036,2.357142857142857
38.62068965517241,16.551724137931036,3.7142857142857144
38.62068965517241,16.551724137931036,5.071428571428571
38.62068965517241,16.551724137931036,6.428571428571429
38.62068965517241,16.551724137931036,7.7857142857142865
38.62068965517241,16.551724137931036,9.142857142857142
38.62068965517241,16.551724137931036,10.5
38.62068965517241,16.551724137931036,11.857142857142858
38.62068965517241,16.551724137931036,13.214285714285715
38.62068965517241,16.551724137931036,14.571428571428573
38.62068965517241,16.551724137931036,15.928571428571429
38.62068965517241,16.551724137931036,17.285714285714285
38.62068965517241,16.551724137931036,18.642857142857142
38.62068965517241,16.551724137931036,20.0
38.62068965517241,17.24137931034483,1.0
38.62068965517241,17.24137931034483,2.357142857142857
38.62068965517241,17.24137931034483,3.7142857142857144
38.62068965517241,17.24137931034483,5.071428571428571
38.62068965517241,17.24137931034483,6.428571428571429
38.62068965517241,17.24137931034483,7.7857142857142865
38.62068965517241,17.24137931034483,9.142857142857142
38.62068965517241,17.24137931034483,10.5
38.62068965517241,17.24137931034483,11.857142857142858
38.62068965517241,17.24137931034483,13.214285714285715
38.62068965517241,17.24137931034483,14.571428571428573
38.62068965517241,17.24137931034483,15.928571428571429
38.62068965517241,17.24137931034483,17.285714285714285
38.62068965517241,17.24137931034483,18.642857142857142
38.62068965517241,17.24137931034483,20.0
38.62068965517241,17.931034482758623,1.0
38.62068965517241,17.931034482758623,2.357142857142857
38.62068965517241,17.931034482758623,3.7142857142857144
38.62068965517241,17.931034482758623,5.071428571428571
38.62068965517241,17.931034482758623,6.428571428571429
38.62068965517241,17.931034482758623,7.7857142857142865
38.62068965517241,17.931034482758623,9.142857142857142
38.62068965517241,17.931034482758623,10.5
38.62068965517241,17.931034482758623,11.857142857142858
38.62068965517241,17.931034482758623,13.214285714285715
38.62068965517241,17.931034482758623,14.571428571428573
38.62068965517241,17.931034482758623,15.928571428571429
38.62068965517241,17.931034482758623,17.285714285714285
38.62068965517241,17.931034482758623,18.642857142857142
38.62068965517241,17.931034482758623,20.0
38.62068965517241,18.620689655172416,1.0
38.62068965517241,18.620689655172416,2.357142857142857
38.62068965517241,18.620689655172416,3.7142857142857144
38.62068965517241,18.620689655172416,5.071428571428571
38.62068965517241,18.620689655172416,6.428571428571429
38.62068965517241,18.620689655172416,7.7857142857142865
38.62068965517241,18.620689655172416,9.142857142857142
38.62068965517241,18.620689655172416,10.5
38.62068965517241,18.620689655172416,11.857142857142858
38.62068965517241,18.620689655172416,13.214285714285715
38.62068965517241,18.620689655172416,14.571428571428573
38.62068965517241,18.620689655172416,15.928571428571429
38.62068965517241,18.620689655172416,17.285714285714285
38.62068965517241,18.620689655172416,18.642857142857142
38.62068965517241,18.620689655172416,20.0
38.62068965517241,19.310344827586206,1.0
38.62068965517241,19.310344827586206,2.357142857142857
38.62068965517241,19.310344827586206,3.7142857142857144
38.62068965517241,19.310344827586206,5.071428571428571
38.62068965517241,19.310344827586206,6.428571428571429
38.62068965517241,19.310344827586206,7.7857142857142865
38.62068965517241,19.310344827586206,9.142857142857142
38.62068965517241,19.310344827586206,10.5
38.62068965517241,19.310344827586206,11.857142857142858
38.62068965517241,19.310344827586206,13.214285714285715
38.62068965517241,19.310344827586206,14.571428571428573
38.62068965517241,19.310344827586206,15.928571428571429
38.62068965517241,19.310344827586206,17.285714285714285
38.62068965517241,19.310344827586206,18.642857142857142
38.62068965517241,19.310344827586206,20.0
38.62068965517241,20.0,1.0
38.62068965517241,20.0,2.357142857142857
38.62068965517241,20.0,3.7142857142857144
38.62068965517241,20.0,5.071428571428571
38.62068965517241,20.0,6.428571428571429
38.62068965517241,20.0,7.7857142857142865
38.62068965517241,20.0,9.142857142857142
38.62068965517241,20.0,10.5
38.62068965517241,20.0,11.857142857142858
38.62068965517241,20.0,13.214285714285715
38.62068965517241,20.0,14.571428571428573
38.62068965517241,20.0,15.928571428571429
38.62068965517241,20.0,17.285714285714285
38.62068965517241,20.0,18.642857142857142
38.62068965517241,20.0,20.0
39.310344827586206,0.0,1.0
39.310344827586206,0.0,2.357142857142857
39.310344827586206,0.0,3.7142857142857144
39.310344827586206,0.0,5.071428571428571
39.310344827586206,0.0,6.428571428571429
39.310344827586206,0.0,7.7857142857142865
39.310344827586206,0.0,9.142857142857142
39.310344827586206,0.0,10.5
39.310344827586206,0.0,11.857142857142858
39.310344827586206,0.0,13.214285714285715
39.310344827586206,0.0,14.571428571428573
39.310344827586206,0.0,15.928571428571429
39.310344827586206,0.0,17.285714285714285
39.310344827586206,0.0,18.642857142857142
39.310344827586206,0.0,20.0
39.310344827586206,0.6896551724137931,1.0
39.310344827586206,0.6896551724137931,2.357142857142857
39.310344827586206,0.6896551724137931,3.7142857142857144
39.310344827586206,0.6896551724137931,5.071428571428571
39.310344827586206,0.6896551724137931,6.428571428571429
39.310344827586206,0.6896551724137931,7.7857142857142865
39.310344827586206,0.6896551724137931,9.142857142857142
39.310344827586206,0.6896551724137931,10.5
39.310344827586206,0.6896551724137931,11.857142857142858
39.310344827586206,0.6896551724137931,13.214285714285715
39.310344827586206,0.6896551724137931,14.571428571428573
39.310344827586206,0.6896551724137931,15.928571428571429
39.310344827586206,0.6896551724137931,17.285714285714285
39.310344827586206,0.6896551724137931,18.642857142857142
39.310344827586206,0.6896551724137931,20.0
39.310344827586206,1.3793103448275863,1.0
39.310344827586206,1.3793103448275863,2.357142857142857
39.310344827586206,1.3793103448275863,3.7142857142857144
39.310344827586206,1.3793103448275863,5.071428571428571
39.310344827586206,1.3793103448275863,6.428571428571429
39.310344827586206,1.3793103448275863,7.7857142857142865
39.310344827586206,1.3793103448275863,9.142857142857142
39.310344827586206,1.3793103448275863,10.5
39.310344827586206,1.3793103448275863,11.857142857142858
39.310344827586206,1.3793103448275863,13.214285714285715
39.310344827586206,1.3793103448275863,14.571428571428573
39.310344827586206,1.3793103448275863,15.928571428571429
39.310344827586206,1.3793103448275863,17.285714285714285
39.310344827586206,1.3793103448275863,18.642857142857142
39.310344827586206,1.3793103448275863,20.0
39.310344827586206,2.0689655172413794,1.0
39.310344827586206,2.0689655172413794,2.357142857142857
39.310344827586206,2.0689655172413794,3.7142857142857144
39.310344827586206,2.0689655172413794,5.071428571428571
39.310344827586206,2.0689655172413794,6.428571428571429
39.310344827586206,2.0689655172413794,7.7857142857142865
39.310344827586206,2.0689655172413794,9.142857142857142
39.310344827586206,2.0689655172413794,10.5
39.310344827586206,2.0689655172413794,11.857142857142858
39.310344827586206,2.0689655172413794,13.214285714285715
39.310344827586206,2.0689655172413794,14.571428571428573
39.310344827586206,2.0689655172413794,15.928571428571429
39.310344827586206,2.0689655172413794,17.285714285714285
39.310344827586206,2.0689655172413794,18.642857142857142
39.310344827586206,2.0689655172413794,20.0
39.310344827586206,2.7586206896551726,1.0
39.310344827586206,2.7586206896551726,2.357142857142857
39.310344827586206,2.7586206896551726,3.7142857142857144
39.310344827586206,2.7586206896551726,5.071428571428571
39.310344827586206,2.7586206896551726,6.428571428571429
39.310344827586206,2.7586206896551726,7.7857142857142865
39.310344827586206,2.7586206896551726,9.142857142857142
39.310344827586206,2.7586206896551726,10.5
39.310344827586206,2.7586206896551726,11.857142857142858
39.310344827586206,2.7586206896551726,13.214285714285715
39.310344827586206,2.7586206896551726,14.571428571428573
39.310344827586206,2.7586206896551726,15.928571428571429
39.310344827586206,2.7586206896551726,17.285714285714285
39.310344827586206,2.7586206896551726,18.642857142857142
39.310344827586206,2.7586206896551726,20.0
39.310344827586206,3.4482758620689657,1.0
39.310344827586206,3.4482758620689657,2.357142857142857
39.310344827586206,3.4482758620689657,3.7142857142857144
39.310344827586206,3.4482758620689657,5.071428571428571
39.310344827586206,3.4482758620689657,6.428571428571429
39.310344827586206,3.4482758620689657,7.7857142857142865
39.310344827586206,3.4482758620689657,9.142857142857142
39.310344827586206,3.4482758620689657,10.5
39.310344827586206,3.4482758620689657,11.857142857142858
39.310344827586206,3.4482758620689657,13.214285714285715
39.310344827586206,3.4482758620689657,14.571428571428573
39.310344827586206,3.4482758620689657,15.928571428571429
39.310344827586206,3.4482758620689657,17.285714285714285
39.310344827586206,3.4482758620689657,18.642857142857142
39.310344827586206,3.4482758620689657,20.0
39.310344827586206,4.137931034482759,1.0
39.310344827586206,4.137931034482759,2.357142857142857
39.310344827586206,4.137931034482759,3.7142857142857144
39.310344827586206,4.137931034482759,5.071428571428571
39.310344827586206,4.137931034482759,6.428571428571429
39.310344827586206,4.137931034482759,7.7857142857142865
39.310344827586206,4.137931034482759,9.142857142857142
39.310344827586206,4.137931034482759,10.5
39.310344827586206,4.137931034482759,11.857142857142858
39.310344827586206,4.137931034482759,13.214285714285715
39.310344827586206,4.137931034482759,14.571428571428573
39.310344827586206,4.137931034482759,15.928571428571429
39.310344827586206,4.137931034482759,17.285714285714285
39.310344827586206,4.137931034482759,18.642857142857142
39.310344827586206,4.137931034482759,20.0
39.310344827586206,4.827586206896552,1.0
39.310344827586206,4.827586206896552,2.357142857142857
39.310344827586206,4.827586206896552,3.7142857142857144
39.310344827586206,4.827586206896552,5.071428571428571
39.310344827586206,4.827586206896552,6.428571428571429
39.310344827586206,4.827586206896552,7.7857142857142865
39.310344827586206,4.827586206896552,9.142857142857142
39.310344827586206,4.827586206896552,10.5
39.310344827586206,4.827586206896552,11.857142857142858
39.310344827586206,4.827586206896552,13.214285714285715
39.310344827586206,4.827586206896552,14.571428571428573
39.310344827586206,4.827586206896552,15.928571428571429
39.310344827586206,4.827586206896552,17.285714285714285
39.310344827586206,4.827586206896552,18.642857142857142
39.310344827586206,4.827586206896552,20.0
39.310344827586206,5.517241379310345,1.0
39.310344827586206,5.517241379310345,2.357142857142857
39.310344827586206,5.517241379310345,3.7142857142857144
39.310344827586206,5.517241379310345,5.071428571428571
39.310344827586206,5.517241379310345,6.428571428571429
39.310344827586206,5.517241379310345,7.7857142857142865
39.310344827586206,5.517241379310345,9.142857142857142
39.310344827586206,5.517241379310345,10.5
39.310344827586206,5.517241379310345,11.857142857142858
39.310344827586206,5.517241379310345,13.214285714285715
39.310344827586206,5.517241379310345,14.571428571428573
39.310344827586206,5.517241379310345,15.928571428571429
39.310344827586206,5.517241379310345,17.285714285714285
39.310344827586206,5.517241379310345,18.642857142857142
39.310344827586206,5.517241379310345,20.0
39.310344827586206,6.206896551724139,1.0
39.310344827586206,6.206896551724139,2.357142857142857
39.310344827586206,6.206896551724139,3.7142857142857144
39.310344827586206,6.206896551724139,5.071428571428571
39.310344827586206,6.206896551724139,6.428571428571429
39.310344827586206,6.206896551724139,7.7857142857142865
39.310344827586206,6.206896551724139,9.142857142857142
39.310344827586206,6.206896551724139,10.5
39.310344827586206,6.206896551724139,11.857142857142858
39.310344827586206,6.206896551724139,13.214285714285715
39.310344827586206,6.206896551724139,14.571428571428573
39.310344827586206,6.206896551724139,15.928571428571429
39.310344827586206,6.206896551724139,17.285714285714285
39.310344827586206,6.206896551724139,18.642857142857142
39.310344827586206,6.206896551724139,20.0
39.310344827586206,6.8965517241379315,1.0
39.310344827586206,6.8965517241379315,2.357142857142857
39.310344827586206,6.8965517241379315,3.7142857142857144
39.310344827586206,6.8965517241379315,5.071428571428571
39.310344827586206,6.8965517241379315,6.428571428571429
39.310344827586206,6.8965517241379315,7.7857142857142865
39.310344827586206,6.8965517241379315,9.142857142857142
39.310344827586206,6.8965517241379315,10.5
39.310344827586206,6.8965517241379315,11.857142857142858
39.310344827586206,6.8965517241379315,13.214285714285715
39.310344827586206,6.8965517241379315,14.571428571428573
39.310344827586206,6.8965517241379315,15.928571428571429
39.310344827586206,6.8965517241379315,17.285714285714285
39.310344827586206,6.8965517241379315,18.642857142857142
39.310344827586206,6.8965517241379315,20.0
39.310344827586206,7.586206896551724,1.0
39.310344827586206,7.586206896551724,2.357142857142857
39.310344827586206,7.586206896551724,3.7142857142857144
39.310344827586206,7.586206896551724,5.071428571428571
39.310344827586206,7.586206896551724,6.428571428571429
39.310344827586206,7.586206896551724,7.7857142857142865
39.310344827586206,7.586206896551724,9.142857142857142
39.310344827586206,7.586206896551724,10.5
39.310344827586206,7.586206896551724,11.857142857142858
39.310344827586206,7.586206896551724,13.214285714285715
39.310344827586206,7.586206896551724,14.571428571428573
39.310344827586206,7.586206896551724,15.928571428571429
39.310344827586206,7.586206896551724,17.285714285714285
39.310344827586206,7.586206896551724,18.642857142857142
39.310344827586206,7.586206896551724,20.0
39.310344827586206,8.275862068965518,1.0
39.310344827586206,8.275862068965518,2.357142857142857
39.310344827586206,8.275862068965518,3.7142857142857144
39.310344827586206,8.275862068965518,5.071428571428571
39.310344827586206,8.275862068965518,6.428571428571429
39.310344827586206,8.275862068965518,7.7857142857142865
39.310344827586206,8.275862068965518,9.142857142857142
39.310344827586206,8.275862068965518,10.5
39.310344827586206,8.275862068965518,11.857142857142858
39.310344827586206,8.275862068965518,13.214285714285715
39.310344827586206,8.275862068965518,14.571428571428573
39.310344827586206,8.275862068965518,15.928571428571429
39.310344827586206,8.275862068965518,17.285714285714285
39.310344827586206,8.275862068965518,18.642857142857142
39.310344827586206,8.275862068965518,20.0
39.310344827586206,8.965517241379311,1.0
39.310344827586206,8.965517241379311,2.357142857142857
39.310344827586206,8.965517241379311,3.7142857142857144
39.310344827586206,8.965517241379311,5.071428571428571
39.310344827586206,8.965517241379311,6.428571428571429
39.310344827586206,8.965517241379311,7.7857142857142865
39.310344827586206,8.965517241379311,9.142857142857142
39.310344827586206,8.965517241379311,10.5
39.310344827586206,8.965517241379311,11.857142857142858
39.310344827586206,8.965517241379311,13.214285714285715
39.310344827586206,8.965517241379311,14.571428571428573
39.310344827586206,8.965517241379311,15.928571428571429
39.310344827586206,8.965517241379311,17.285714285714285
39.310344827586206,8.965517241379311,18.642857142857142
39.310344827586206,8.965517241379311,20.0
39.310344827586206,9.655172413793103,1.0
39.310344827586206,9.655172413793103,2.357142857142857
39.310344827586206,9.655172413793103,3.7142857142857144
39.310344827586206,9.655172413793103,5.071428571428571
39.310344827586206,9.655172413793103,6.428571428571429
39.310344827586206,9.655172413793103,7.7857142857142865
39.310344827586206,9.655172413793103,9.142857142857142
39.310344827586206,9.655172413793103,10.5
39.310344827586206,9.655172413793103,11.857142857142858
39.310344827586206,9.655172413793103,13.214285714285715
39.310344827586206,9.655172413793103,14.571428571428573
39.310344827586206,9.655172413793103,15.928571428571429
39.310344827586206,9.655172413793103,17.285714285714285
39.310344827586206,9.655172413793103,18.642857142857142
39.310344827586206,9.655172413793103,20.0
39.310344827586206,10.344827586206897,1.0
39.310344827586206,10.344827586206897,2.357142857142857
39.310344827586206,10.344827586206897,3.7142857142857144
39.310344827586206,10.344827586206897,5.071428571428571
39.310344827586206,10.344827586206897,6.428571428571429
39.310344827586206,10.344827586206897,7.7857142857142865
39.310344827586206,10.344827586206897,9.142857142857142
39.310344827586206,10.344827586206897,10.5
39.310344827586206,10.344827586206897,11.857142857142858
39.310344827586206,10.344827586206897,13.214285714285715
39.310344827586206,10.344827586206897,14.571428571428573
39.310344827586206,10.344827586206897,15.928571428571429
39.310344827586206,10.344827586206897,17.285714285714285
39.310344827586206,10.344827586206897,18.642857142857142
39.310344827586206,10.344827586206897,20.0
39.310344827586206,11.03448275862069,1.0
39.310344827586206,11.03448275862069,2.357142857142857
39.310344827586206,11.03448275862069,3.7142857142857144
39.310344827586206,11.03448275862069,5.071428571428571
39.310344827586206,11.03448275862069,6.428571428571429
39.310344827586206,11.03448275862069,7.7857142857142865
39.310344827586206,11.03448275862069,9.142857142857142
39.310344827586206,11.03448275862069,10.5
39.310344827586206,11.03448275862069,11.857142857142858
39.310344827586206,11.03448275862069,13.214285714285715
39.310344827586206,11.03448275862069,14.571428571428573
39.310344827586206,11.03448275862069,15.928571428571429
39.310344827586206,11.03448275862069,17.285714285714285
39.310344827586206,11.03448275862069,18.642857142857142
39.310344827586206,11.03448275862069,20.0
39.310344827586206,11.724137931034484,1.0
39.310344827586206,11.724137931034484,2.357142857142857
39.310344827586206,11.724137931034484,3.7142857142857144
39.310344827586206,11.724137931034484,5.071428571428571
39.310344827586206,11.724137931034484,6.428571428571429
39.310344827586206,11.724137931034484,7.7857142857142865
39.310344827586206,11.724137931034484,9.142857142857142
39.310344827586206,11.724137931034484,10.5
39.310344827586206,11.724137931034484,11.857142857142858
39.310344827586206,11.724137931034484,13.214285714285715
39.310344827586206,11.724137931034484,14.571428571428573
39.310344827586206,11.724137931034484,15.928571428571429
39.310344827586206,11.724137931034484,17.285714285714285
39.310344827586206,11.724137931034484,18.642857142857142
39.310344827586206,11.724137931034484,20.0
39.310344827586206,12.413793103448278,1.0
39.310344827586206,12.413793103448278,2.357142857142857
39.310344827586206,12.413793103448278,3.7142857142857144
39.310344827586206,12.413793103448278,5.071428571428571
39.310344827586206,12.413793103448278,6.428571428571429
39.310344827586206,12.413793103448278,7.7857142857142865
39.310344827586206,12.413793103448278,9.142857142857142
39.310344827586206,12.413793103448278,10.5
39.310344827586206,12.413793103448278,11.857142857142858
39.310344827586206,12.413793103448278,13.214285714285715
39.310344827586206,12.413793103448278,14.571428571428573
39.310344827586206,12.413793103448278,15.928571428571429
39.310344827586206,12.413793103448278,17.285714285714285
39.310344827586206,12.413793103448278,18.642857142857142
39.310344827586206,12.413793103448278,20.0
39.310344827586206,13.10344827586207,1.0
39.310344827586206,13.10344827586207,2.357142857142857
39.310344827586206,13.10344827586207,3.7142857142857144
39.310344827586206,13.10344827586207,5.071428571428571
39.310344827586206,13.10344827586207,6.428571428571429
39.310344827586206,13.10344827586207,7.7857142857142865
39.310344827586206,13.10344827586207,9.142857142857142
39.310344827586206,13.10344827586207,10.5
39.310344827586206,13.10344827586207,11.857142857142858
39.310344827586206,13.10344827586207,13.214285714285715
39.310344827586206,13.10344827586207,14.571428571428573
39.310344827586206,13.10344827586207,15.928571428571429
39.310344827586206,13.10344827586207,17.285714285714285
39.310344827586206,13.10344827586207,18.642857142857142
39.310344827586206,13.10344827586207,20.0
39.310344827586206,13.793103448275863,1.0
39.310344827586206,13.793103448275863,2.357142857142857
